review,emotion_label
"Comfortable. Happy with both, although one looked much better online than in person.",1
"The service support was excellent in helping me exchange my order. They were fast, professional and diligent in making sure that I am a happy customer. Thanks again.",0
Loved the offerings and the quick order processing.Thank you!,0
"So many cool and different T-shirts to choose from! I ordered a couple of very hard to find Anime themed t-shirts for my son for Christmas and they were a hit. Despite being shipped internationally, I received them in plenty of time and was very happy with the service I received. I will definitely order again ����",1
My intire order arrived quickly and all items where what I expected.Very happy with all items.,1
Thankyou. The size is perfect.Anne,0
Very nice T-shirt thank you very much will do business soon����������������������,0
"Shirt was high quality, shipping was prompt. Transaction was a pleasure!",1
My daughter loved the pink Kirby t-shirt...It was perfectly printed and the size was great...Thank you!,0
Thank you the tees were crisp.. the lines were crips and the colors rich and vibrant.Exceeded my expectations,0
I bought 2 shirts from you and one didn't fit. You handled my concern quickly and resolved the issue. Thank youI will purchase items from you again.,0
"Looks exactly like the pictures advertised and SO COMFORTABLE! Her face is beautiful on my MERCH, I am SO THANKFUL that you guys sell it because underrated actresses don���������t have a lot of support, but you guys got her back! Thank you !!������",0
Easy to use ordering and exchange if needed. Was very happy with the whole experience !,1
TeePublic is a GREAT company with EXCEPTIONAL customer service. They never cease to amaze me with the effort they take to make sure I'm completely satisfied with with my purchases. Thank you from a of long term customers.,0
"The two t-shirts I ordered for my great-grandsons arrived while we were on vacation so we just picked them up yesterday to see them for ourselves.They're very cute, however, the 3T looks like a size 2T (measured against four other 3T's) and the 2T is very, very small. It looks like an 18 month size compared to other 18 month shirts.In addition 100% cotton so we have to allow for shrinkage when laundered.We'rehighly disappointed since our little guys love bugs and the artwork on the shirts is so cute.HOWEVER, we'll have to use the 3T for our 2T-size great-grandson, and send back the 2T one.Perhaps someone in your company used the wrong sizing chart on these.",3
Love everything I bought!Thanks!,0
Am very pleased with the quality of the tote and shirts--especially the shirts--they are very soft--will be ordering again--thanks,0
Fantastic service! Thank you,0
Shirts were made with good quality material My spouse and son both enjoyed their shirts!,1
I ordered a black shirt. Looks dingy and smaller than normal,7
"Honestly, the website wasn't the greatest. I kept getting pop-up offers to save money if I signed up for texts and emails, but no promo code was ever given. I did email customer service about that, and they gave me one to use, so I won't knock them too hard. The sizing function on the website is ridiculous. Actual measurements would be a lot more helpful. The shipping took a little longer than expected, also.",7
The shirts I ordered were exactly as advertised. The sizing was accurate and they even had models for the different sizes which was very helpful. I will likely order from TeePublic again in the future.,7
I got a T-shirt that had a marking on the underarm and they sent a new fixed one right away for free :) ty,7
"Excellent selection of products, great quality, fast shipping.Have bought several times.",7
Working with customer service for a replacement. The one sent to me was BLURRY and double printed. Horrible.,7
always a great site with unusual items you can't get anywhere else.Always great service with fast arrivals.,7
Live the feel of it and the designs are spot on!! I love it!,7
Response from teepublic said they already put in and sent out order for my size exchange. Was such a happy surprise.,7
"I bought such a unique print that I couldn't have gotten anywhere else! It's such a conversation piece, and I love it! It arrived quickly and ordering was super easy.",7
"Great shirts, great prices, great service!",7
Ordered according to size chart and it was a perfect fit! Great quality tee,7
I ordered a large and got a large child's size t shirt.,7
Was easy to order and I received it quickly..it was just what I ordered,7
Good updates on the order and fast shipping. They offered to provide a replacement t-shirt as the one I received had a squint print.,7
"Fast delivery, so happy with the art on the T-shirt, i ordered a size up like was suggested, item still runs very small, but my daughter loved it, it was for her Birthday ����",7
I submitted a request for a fix on my order as the print was on the back of the zip hoodie. Not on the chest where it should be and have not heard anything,7
Great turn around on my order! Designs were more beautiful in real time than virtual depiction. Advice to order up a size was wise.,7
HORRIBLE MISLEADINGAND INCOMPETENTNEVER AGAIN,7
"I received my replacement hoodie!It is a little big, but absolutely love it.Nikki Clark",7
I gave this one star because I had to I would have given it and -10 Stars I had a problem ordering online so I emailed them for help they stated they did they made the wrong product and telling me I can't get a credit back or they can't fix it now for something I never ordered they are non helpful and have no contact number to call them I would not order anything from these people ever not even for a pet rock don't order from these people they're horrible,7
"I ordered a few shirts and masks for both myself and my daughter. All items showed up when expected,in good condition, and as described. I am very happy with with TeePublic and I will definitely be ordering again from them.",7
"Excellent Experience ordering.Quick delivery, products are quality.I will tell friends and continue to order",7
"I love my new WuTang sweatshirt, it fits perfect!!",7
This place is the best! I look up a topic and boom you��������,7
"I ordered a face mask of my husbands 1983 Hurstolds car, it is so very special to him, I also ordered a tee shirt, have not received it yet to review it, but if it is anything like the mask, he will love it, will definitely order something else",7
"Shirts were definitely what I expected, nice art work and very soft , I would recommend them and order again!",7
Excellent and diverse selection for every taste imaginable. Fast and prompt delivery. And it is nice to know you are supporting independent artists.,7
Excellent value and speedy delivery. Looks exactly like the picture.,7
Shirts were great quality and art was even better.,7
"My shirt arrived today.Love design and color, however it is small to be sized XL.",7
"I ordered and orange and a blue t-shirt with black print.The orange with black was perfect.The blue with the black was less than wonderful, and when washed there was an inconsistent white ""ghosting"" outlining the black.Best to try out the blue on black in house and rethink it.Perhaps keep the blue, but change the imagine to white.",7
I bought 14 human centipede shirts for the guys in the shop. the print is clear and the fabric is very high quality they were all pleased,7
Quality shirt exactly as described I would gladly buy from again,7
Awesome shirt. Thank you. Great quality,7
Cant you see how many stars I gave?,7
I was sent an email that my items were delivered to my home.....but the items were not delivered to me. I sent an email which still has not received a response. Bad business! I want my money back,7
Easy website to navigate and check out. My daughters shirt came exactly on time and was easy to track!!! Def will use again! 3 thumbs up,7
The designers at tee public are true artists.Great designs,7
"Shirt came on time, great quality, and everything as ordered. Great service and fast!",7
"You Guys are the greatest !!!I ordered a tee shirt that I thought would fit but it was too small. After contacting you about another one, I found out that you would send me another shirt at no charge. Plus!Didn���������t need to send the other one back and ask just to donate it.What a great company :you gu",7
"Perfect fit, great artwork",7
ittook2 weeks for sweat shirt froma half mile away,7
"Great product, great price. What more could you ask for.",7
"While the design and color of each of the two t shirts I ordered was very nice, the quality of the t shirts themselves was very poor.One shirt had an incorrectly sewn seam with an open hole and the other after the first washing developed small holes in the fabric.I am very disappointed, not in the artwork, but in the fabric and construction of the shirts.I noticed they were made in Nicaragua which is very distressing to me.I have personally seen Nicaraguan Zona Franca (CAFTA ""free trade"") factory complexes in which this type of clothing is made and they are set up for worker abuse without protections of workers' rights.It is distressing that your support of independent artists includes clothing made under such conditions in a country that clearly violates human rights.",7
"Tees were decent quality, reasonably priced,and arrived quickly. Only problem was that the website showed the picture on the back of the tees, and when they came, they all had the photo on the front.",7
"Great shirt, will definitely order again",7
"The shirt is totally awesome! It came a few days late, no fault of Tee Public, but they let me know via email. I'm very happy with the 'Spiritual Gangster' shirt I got, it's perfect. So was Tee Public",7
I reached out a few days again about a defective product and have yet to hear back.,7
"Got my order wrong. This was done before Christmas, with plenty of time and I still got my gift ruined. Only bright side I guess is the quick turnaround on getting my corrected order, but we as a consumer should trust that if we order something online, then it should be fulfilled accordingly. Everything is digital now, no excuse for something being ""written wrong"". I do appreciate that this issue was resolved, unfortunately I will no longer shop here. I'm sure one person doesn't matter to you guys, but its just left a negative impression on me. Good luck to you all. Happy holidays",7
Decent quality and quick delivery. Will use again,7
I was happy with the shirt and the sticker. But the sweatshirt was far to small for an xl and the print was faded and hard to read.,7
Fast shipping and the t-shirt was true to size and gnarly,7
I was terribly disappointed with my last TeePublic purchases. This is the reason why I have always been hesitant to buy from them since my first bad experience in 2016. I bought two t shirts from the same seller on Black Friday for a friend's birthday which was this month. I just opened them today and noticed the graphic is noticeably skewed to the left. I tried the shirt on and it's even worse when worn. I buy a lot of t shirts each month from different stores on line and this is my biggest pet peeve. I never end up wearing shirts that have the designs not properly centered and end up throwing them out and wasting the money. It's even worse this time because these were supposed to be a gift for a friend.,7
The t shirt I brought last week is a good and reasonable buy and it's a good value as well.,7
It took 3 weeks to get to me which normally wouldn���������t be a huge deal but since it was Christmas themed I only had o,7
"Love their shirts, prompt delivery Jeff",7
A lot of great designs.Shirts run small. Great gifts.,7
"I will never order from another t-shirt company. Tee Public rulz!!!! Best selection, best customer service, best everything!!!!!!",7
Quality items arrived as ordered and within the time promised. Great experience.,7
The shirt was an excellent price and it arrived on time. I will be ordering from TeePublic again,7
"I love teepublic. I use them for personal and gift giving and am always satisfied with the quality, price, and service.",7
"I ordered the Abominable Snowflakes shirt. Heather grey.I love it!I ordered a men's medium (as my shoulders are wider than most women's shirts).I'm 5'6"" and 168 lbs.It fits perfectly!",7
"100% pleased with my 'Bewitching Samantha vs Dreamy Jeannie' tee, Soft fabric, great silkscreen image print. Quick delivery. Will order again next time I want a cool, unique tee shirt. I recommend TeePublic!",7
"I was happy with the resolution of exchanging my shirts. I was nervous I wouldn���������t get the sizes needed in time, but they arrived earlier",7
Sizing seems to run small. Material too light? Graphics Good.,7
My sweater arrived on time and it was exactly as the picture described!!,7
The only place I go for T-shirts! Quality is always top notch and the variety of awesome designs is unmatched.,7
Got my shirt rather quickly and totally love my shirt,7
Absolutely love that I can support independent artists! I loved that I could find really unique art! Even better when it's on sale. Shirt quality and print quality are pretty great too. The only thing thats bothering me a little is the tracking process. I get the email that says package shipped. But after even 4 days I still don't receive tracking info. I know that's probably more on UPS's part. But if that part were repaired then this would be a more easy-feel experience ^-^ But their customer service reps are AMAZING. They always help to make things right.,7
Simple process. Great variety of geekdom designs. Nice quality shirts! Great stocking stuffers. Will shop again.,7
"My grand daughter orders a lot of tee shirts from TeePublic and they always arrive quickly and are great quality and true to size. My last order did not arrive on time (which turned our to be the fault of the post office). I contacted TeePublic first and got an immediate online response and they were ready to resend the order right away. The shirts did arrive the next day due to a postal delay and I let them know it was not their error but the Post Office. However, it was great to know if there are problems with an order, TeePublic is ready to make it right. My grand daughter will continue to order as usual. We love the quality of their products and customer service.",7
easy to use and great sight that helps support artists,7
"Christmas gift for a loved one.Great fit, he loves it!!YAAY!",7
"I order t-shirts for Christmas gifts every year (3 years now) and have never been disappointed. Excellent quality, always get compliments and the shirts are always original and perfect to match each persons taste and sense of humor. Just love them! Oh and they always seem to arrive a little earlier than expected.",7
Very fast delivery! Very well-made product and nice color and soft fabric!Very pleased.Jacque,7
Shirts were in poor condition. Screen print was discolored. Sizes did not fit. And it was clearly counterfeit. I will be returning.,7
"TeePublic offers a great selection of wonderful designs. Reasonably priced, using quality materials, delivered quickly. Love their designs.",7
"The quality of the tee shirt and printing is subpar. For the price, I would suggest you use a heavier fabric and better screen printing.I reordered the shirt as the first one wasn���������t good, but the second one was just the same.I will not order fro",7
Great experience Great seller fast shipping,7
Wonderful designers and soft tees. Good stuff.,7
Easy & Fast shipping ����������������,7
With my order came in the shirt was too small it was immediately replaced with a larger size. I appreciate your willingness to work with me so that I can get a shirt that fit properly.,7
An excellent job was done in interpreting the artwork that I sent. Happy enough to reorder.,7
"It was very low quality, very grainy looking. It honestly looks like crap. I know middle schoolers who could do a better job in MS Paint. You can't return or get refunds which is ridiculous. Especially if it looks like crap. It was not worth the money.",7
Very pleased. Grandson loved shirt. I plan to order more,7
Nice tee shirts that fit comfortably. Nice designs. I really love my Ultraman tees!!,7
"I love this company. Lots of great and creative designs. Great turn around. Amazing customer service. I had ordered the wrong size and even though it was my own fault, they sent me ankther one free of charge. Very quick to get back to you and professional. Highly recommend",7
My t- shirt was shipped and delivered very quickly!,7
"Great experience, items arrived earlier then expected (a bold statement during Christmas 2020). Item quality was very good.",7
"TeePublic is always great. High quality prints, well made clothing, and fast shipping and delivery. I couldn't be happier with my purchase.",7
"Quality print, packaged well, and timely. Will order from here again!",7
"I���������ve purchased b4 and have been very satisfied with your product, pr",7
"I pretty much buy all my shirts from TeePublic. Great deals, quality materials, and awesome designs. The one time I ordered the wrong size customer service was on top of it immediately. I've literally recommend them to multiple friends.",7
"cool shirts, great prices. five stars.",7
Looks great! Dad will love it!,7
I am pleased w/the product I purchased.I am a little concerned about the material (hope it does not shrink when washed)!,7
"Fantastic workmanship, service, and quality.I definitely will recommend your t-shirts to everyone!They are awesome.Thanks for the great followup and package tracking, too!",7
"Wow!! Ive ordered many nerd shirts from many places, and it seems like I end up returning or just throwing so many away. This is definitely different. Great cut to begin with, fits true unlike so many places that send you a sack they���������re pawning off as a tshirt. The design is beautiful, really great job, looks exactly as promised. So rate to find anyone that even knows what a hammerhead jet i",7
"The shirt came a little smaller than I expected, but it turned out to be a perfect fit! Also, the graphic is awesome! It looks even better than it did online. Extremely satisfied with my shopping experience!",7
Good product and ease of ordering and fast delivery!,7
The shirts were a birthday gift for my brother-in-law. He really likes them and the fit was great.,7
I had originally ordered a size to small when I emailed about an exchange I was given the the correct size with no additional charge & did not have to go through the hassle of returning the original. Fantastic customer service. Oh yeah & I love my hoodie!!!,7
Did not receive all of what was ordered. Size of shirt received was no where near true to size. No able to return it due to certain circumstances.,7
GETTING A SELECTION OF SHIRTS THAT APPEALED TO WHAT I LIKE !HOWEVER !DESIGNS SEEM TO FADE WITH A FEW WASHINGS !!!,7
I love the t-shirts I can't more compliments people ask me where did I get those t-shirts and I tell them,7
The purchasing experience was great and the product was equally so,7
Such a great variety of designs! Fast shipping! Amazing selection of colors/styles/sizes!My wife won't stop gushing about the shirt I got her.,7
"Great service, product and purchasing experience",7
Awesome tees. Love em!,7
The two shirts I ordered turned out great. I understand shipping is messed up inregards to covid but wow it took a long time to ship. I just don't see why it took that long lol. Other than that no problems. I was gonna order some more shirts but its not really worth it at the moment.,7
"Took advantage of the $13 sale.Bought 15 shirts.When it goes on sale again, i'll get more!!Need thundercats group photos, gijoe team, x-men animated series team, superfriends...autobot and decepticon teams too!!",7
The t-shirts are unique and fit perfectly!,7
All of my items came in a timely manner and packaged well. Everything in my order was correct and the quality of the shirts were great. I am very satisfied with my purchase,7
"The t-shirt was a little thin and rough, but the print quality blew me away. It's so nice to get an actual good print on clothing. The shirt options were also a plus!",7
Great quality shirt with artwork I love.Glad to help support independent artists.,7
Loved the shirts. The design was spot on!,7
Great customer service and almost too much to choose from!My only wish is the search to be a little more accurate and possible categorize all your great selection!,7
"This is the first time I ever wrote a bad review. It'snot so much about the service but about the product itself. For the price I paid the quality is horrible. First of all shirt is paper thin and see thru. But most important is the writing on the shirt. The ink is so light it looks like I washed it 20 times! I purposely bought a lighter color shirt so it would stand out more but instead the writing was lighter. You can't even see the words ""it's ok"" in the background.If print was black and not light gray it would probably stand out more. Plus it's cut small. I should have got a size 3X. I hate to say it but I could have went to the $5 store up the block and got the same or better quality. It shouldn't have been more than $10 and that's including shipping! I wish I could return it for a bigger size and different color but it ain't worth the hassle. I really love the saying. If she was still alive she would not like this at all. RIP NIGHTE BIRD YOU ARE DEARLY MISSED",7
"We ordered several custom- printed shirts. When they arrived, one was too small. We contacted them, and were sent a replacement at no charge without having to return the other one. Really great customer service.",7
I really love the style and shape of this T-shirt and the quality is really awesome too,7
"Some of the shirts sent ""Ladies Large"" in my order were pretty small and TeePublic quickly sent replacements in only a few days.",7
The shirts are beautiful and very colorful!,7
Was sent wrong product and Teepublic took about a week to get back to me about it.,7
I've been waiting for this author to sell more items especially this coffee cup. Very easy website. Shipped as promised and arrived as promised.,7
Fast delivery! Great product True to size n comfort,7
I prefer 100% soft cotton but the material used was ok,7
I love your selection of Simpson t-shirts and hoodies for my husband. There is a manufacturing odor that requires several days of exposure in fresh air to dissipate.,7
"TeePublic has a large selection of well crafted, high quality items which are endlessly unique and clever.Everything I've ordered has been packed well and economically.I'm particularly pleased that my purchases support artists and encourage their weird humor and ongoing bad behavior.Glad I found TeePublic",7
It was easy to order and the design we picked was awesome! My daughter was happy with the purchase.Loved the constant updates and it got here on time. Will order again ����,7
Several design choices for adults and children. High quality cotton material was used for my daughter���������s shirt. Just wish TeePublic had,7
"Customer service was good , but product wasn������",7
This is for a summer item so will not be wearing it until next summer.,7
Shirt was as described cute and soft.There are some slight defects in the print unfortunately hence the 4 stats But other 6 that I am satisfied.,7
"The quality of the garments was good, I just wish the preview pictures would have been more accurate. For both images, they were not designed for darker fabric and so are very washed out looking and hard to see. The preview pictures did not show this. I was a bit sad that their cool art was hard to see.",7
I was expecting solid metal or plastic magnets not the bendable junk I received.,7
Loved the t-shirts and stickers. The designs are really cool and the quality is fantastic,7
Shirt looks even betterin person than it did in the picture. I love it,7
Love the tshirts.The material is lovely.Definitely will order again. The only thing I would like to see is confirmation from you that you received my order and an estimated delivery date.,7
Order a couple of articles of clothing from you guys and they came on time and turned out perfect upon arrival! Had one small issue with one of the tshirts logos washing off but the Teepublic team fixed it immediately by sending me a new shirt! I really appreciate the site and all of the artists!,7
"the tube patent was nicely reproduced on the t-shirt. well done!fast delivery too.This will be a birthday present to a tube hi-fi guy and I'm certain he will enjoy the present.A suggestion:if the background was a square in dark color and the line art for the tubes in white, it would stand out better and be more interesting..",7
I was a bit nervous about ordering this hoodie on line. After seeing it i would definitely recommend your Web-Site. Its perfect!!,7
"Both of the shirts I ordered had printing jobs of extremely low quality. The Clash shirt printed image was blurry. The area that was printed was also stained. The Grace Jones shirt was blurry. Additionally, finding a customer service phone number on the site is nearly impossible.",7
Great quality gift to give.,7
"I definitely like the variety.We have a small store selling British foods, teas, and gifts.All I have to do is search on your site for British-themed t-shirts and I have a wide selection to choose from.",7
"I ordered two ramen noodle shirts. They are both super cute. They fit well and the quality is good. They haven't been washed yet, but they look like they will hold up well. I ordered them as ""last minute"" Christmas presents and wasn't sure they'd arrive in time. I was kept up-to-date on processing and shipping and the order even arrived in time for Christmas! I would definitely order again if I'm looking for a unique gift!",7
I love it!!!! Looks so good!,7
"Not sure if this is Teepublics fault or not, but the maskbi ordered was gigantic too big for an adult male to wear.",7
"I ordered two shirts from this website as a gift. The recipient was very happy with the quality of shirt (Bella canvas tshirt) and the quality of the image. I have not washed them yet, so I hope that the image does not fade bc we loved these shirts! Will be buying from this website again if we see how the shirts handle some wear and tear. Shipping and delivery was super straightforward and package arrived quickly and undamaged.",7
My order was wrong and the prints are faded on most. It took 3 orders for them to get it right. I appreciated them consistently trying to right thier wrongs but 3 times is a lil much.,7
"Only feedback is the tri blend t-shirts seem to pill, and the tri blend tank tops roll up at the bottom",7
Great shirts and the designs are perfect.,7
Customer service needs to improve!Shirts took longer to get here. After I placed my order I tried to change the color of one of the shirts. I even emailed customer service and did not get a reply. The only reason it���������s 3 stars is cause I got them today. Mine fits. I���������ll have to wait t,7
"The shirt is very small for it to be a large. I appreciate the full cotton material, but a size chart would help your sales more. I had to reorder the same shirt on Amazon.",7
I love my phone case and sticker got those right away but my hoodies Ahmad been about 2 weeks and they gave me the wrong tracking number.,7
I love the design and the shirt is super comfy and well made! The perfect size too!,7
EARLY PATTI SMITH buttons---surprising FIND.,7
2 artists shipped me stain and faded shirts not professional at all and they should be fined or banned for shipping customers products like that !,7
Awesome customer service.The size I ordered was to small and they responded immediately and rather than going through the hassle of sending back suggest I donate or re-use.Just gives the feel of a small company!,7
Love it wished I wasn���������t broke I���������d,7
"The clothes came really fast and I thought the design was great. It was a little bigger than I was anticipating. I measured using the size-guide, but it came out a lot billowy-er than I was expecting. Will probably gift it to someone and then order a smaller size.",7
"Looked great and it was nice to have them offer to set up my work, and I got to see my work on a tshirt with good quality. I really appreciate that.",7
Still have not recieved order 14727637Where is it? Shipped May292023Bill Trujillo,7
"large selection, could pick different types of shirts and they also have a size chart for most of them with a person of similar body type so you know how they fit. good prices and the print quality is good as well.",7
Showed up ontime and the product is quality material. I was impressed,7
My shirt was great quality and shipped quickly.Lots of fun designs! And great prices,7
"All my orders took over a month to even ship. The shirt I ordered was packaged fresh after printing, so the image stuck to itself and was ruined. I also ordered a mask that ended up looking nothing like the style they advertised, which ruins the imagery on it. (AKA the whole reason I ordered it) It���������s also already falling apart. It���������s shame such awesome artists use this sit",7
Great tee shirt. Great service.,7
Absolutely love it fits perfect looks great,7
"Great product, great service & fast delivery",7
"The image on the tshirt was great, bright and professional looking. Size was what I'd expect for XXL. Shipment was fast.",7
great design. quality shirt.fantastic service.I'm a fan,7
"Based on other reviews, we ordered a size bigger than needed.Unfortunately, this even looks like it might be too small for the recipient.The woman's tee shirt really runs small!",7
Lots of selections.Easy ordering.Quick reliable delivery.Sizes and quality excellent.Got exactly what i wanted,7
"Large selection,great prices, good quality",7
Quality t-shirts and always the best designs,7
I ordered a magnet and I was very disappointed on how small the magnets are.You cab barley see the print. What a waste of money. Don't buy!,7
"Quick delivery, good sizing, quality product.",7
AMAZING hoodie!! Would order 100 more if I could!,7
The shirts look great and arrived quickly.,7
"Fast delivery, quality maybe wasn't as top notch as I'd hoped (much like Threadless).",7
This exceeded my expectations!! My husband received his shirt in a timely manner and we will order from you in the future!!,7
I loved my Selena and Latina t-shirts! Material and fit were both great. Definitely purchasing more shirts!,7
"Not good for seniors cannot talk to a customer service person, cantI do exchanges easily if you're not computer savvy",7
"The artists work does not fade off tee. The fabric is soft, does not shrink and keeps shape and color after washing and drying. Superbcustomer service experience with email communication.",7
Great retailer loved all the different designs an everything imaginable to choose from depends on how your feeling when shopping,7
Great designs and quality materials. Will definitely purchase more items from TeePublic.,7
It arrived on time and beyond my wildest imagine as it was ready for my day to visit my friend and hand deliver the shirt as a gift. I can't wait to see he look on his face on Christmas. It was very fortunate to find a shirt in his size featuring one of his favorite tokusatu heroes Ultraman.,7
"This was not only a great buying experience, I really appreciated the tracking on the shipment. Better than most.",7
This is my favorite place to buy tshirts!!! I have recommended this site to all my friends and family and I���������ve probably purchased at least 1 shirt a month since I discovered the ,7
I received my order in a very timely fashion! But when I received I realized that the shirts run small. I am a large but I ordered a xl just to be safe and that one felt tight as well so I contacted them to do an exchange and they got back with me quickly and had it sent out right then!,7
"The shirts that I ordered for my daughter and for myself look even better than the picture. And, they arrived sooner than I expected.",7
"Great quality shirt, easy to order, and quickly shipped. Loved the design!",7
Excellent customer service. Quick response. I love my shirt and hoodie! Highly recommend.,7
"They don���������t deliver their products in time. Instead, they choose to send unsolicited mocking emails almost every other day telling you that they are experiencing delays but ���������you chose this���������. When I confronted the person sending these emails about not getting my T-shirts In the time that I was supposed to and that I didn���������t appreciate the sarcastic ���������you chose this��������� emails...I got completely dismissed and they threw in another ���������you chose this���������. I did not get my T-shirt���������s in the time that I ordered them and even allowed for extra ti",7
"Everything about ordering here was great. The art was great, the quality of the product was great and customer service was great. The only issue I had was that it took a lot longer than expected to receive the order. But I understand that it is being shipped from an independent artist so I was fine with it. Overall experience was great. Highly recommend!",7
Design is just as appeared but shirt quality is low.Shirt runs small.,7
Arrived on time. I'll find out on Christmas day if the recipient loves it or not.,7
I spent $200 on Tee public shirts. Less than two weeks in and the design is peeling off of several shirts. Junk. Don't order from these people.,7
"The design is great. The T-shirts TeePublic prints on is extremely low quality. There's a lot of other sites designers could use which provide better quality shirts, cases, etc for their designs and customers.",7
Shirt arrived quickly and exactly as ordered.,7
"Large men's shirt appears to run a little bit smaller so you may wantsize up.Otherwise perfect,",7
"Great shirt, timely shipping",7
Great quality of the t shirts. Design was clear and detailed. Size was true to fit.,7
"Great shirt, just order size or two up.",7
I had ordered the wrong size and Teepublic was very fast and helpful in my exchange. It was greatly appreciated. I would recommend them to anyone.,7
My shirt was exactly what I wanted and it arrived sooner than I expected!,7
I love your tees. Most times I can find that my thoughts are expressed in one of your tees. I gave a couple of them as gifts to my friends and they'realways amused and amazed.I get so many compliments. As for me I'm always happy and proud to wear them.,7
"Nice quality T-shirts, good prices, quick service. The printing is very good. I did have one out of many shirts ordered that did not fully satisfy. The T-shirts have been all the same brand with soft cotton and a nice fit, but one shirt was a different brand that was not as soft and with sleeves that were big. Overall my experience with this company has been above expectations.",7
We recieved a great zip hoodie! Design and sizing are great! Will definitely be ordering more things!,7
"Liked the design, but children���������s tee shirtsbled through into the Design. Adult tee shirts did not seem to",7
"First off the size chart is very misleading, not accurate by any means. I ordered two women���������s XL T-shirt���������s for birthday gifts and they fit a 10 yr old. The birthdays are past. I sent the email back for an exchange and it says it may take a week just to get a response. So by the time I get the bigger size it will be over a month past the bday. I w",7
Very pleased with the design and the quality of the t-shirt we purchased. We really like the idea of a portion of the sale going back to the original artist.,7
Decent quality product for the price. Good print quality & reasonably quick shipping. Would purchase again... Cheers)))Rocco,7
The shirts were awesome and great quality.The price was super.Got these as a gift for my son that watches CarSOS,7
"Fast service, quality product, great price!",7
Perfect for the new Jeep owner!,7
Pleased with the entire purchase experience. The T-shirt is a good quality and the print is great!,7
Everything went really smooth this time. in the past I have had check out issues that ruined my experience.,7
"The sizes are confusing. The small is too small, the medium is really small. Good thing I have ordered in both sizes. Too bad small will go to Salvation Army.",7
"The t shirt is made of good material feels comfortable, great picture.I will be telling my friends to order from tee public.",7
"Honestly didn���������t hear anything until I inquired about the ship status of my order, but ver",7
I love some of the designs. But the shirt I recently ordered was very small,7
Loved the shirt in the picture. Love it even more in person.,7
I emailed that I needed to exchange for size.I really appreciate the quick response and no hassle exchange policy.I also got to keep the original!Very happy about that because now I have a Nasty Nestor shirt as well as my husband.LOL,7
Awesome and unique artistry. Make perfect gifts for anyone and supporting the industry!,7
"The variety of designs, styles, colors and sizes are amazing. It's because of the larger sizes that i chose to purchase a long sleeve shirt from this company. The shirt is prefect. The graphics look like great quality. I will definitely be shopping with this company again!!!!!",7
"Amazing product that I purchased which was 493rd grim reapers premiumt shirt with raf crown symbol.The reason not given 5 stars I had grey Mark's on it when black tshirt. Other than thatproduct was excellent,shipping on time great value recommend them..",7
"Great classic t-shirt, love the designs. Thenx!!",7
"I value ELOQUENT and passionate expression.TeePublic gives me the ""canvas"" to do it!And it's quality!!!",7
"Great selection , easy to navigate the site , quick delivery . Only draw back price could stand to be lower",7
Bought as a gift! They loved,7
Rey disappointed in customer treatment.You do not stand behind your products.I got same hoodie from 2 different vendors.The quality of your product was flimsy and thin.Even the child noticed.You won���������t return.And I won�������,7
"I purchased 2 black hoodies with beautiful designs by artists.One had the large initials RBG that had been filled in with words related to Ruth Bader Ginsberg's contributions.The other had thoughtful, justice-oriented statements like Black Lives Matter, Love is Love,We Don't Need a Wall, and more.I love the bright multi-colored designs on each one. Both black hoodies came early and were a perfect fit. I would have given TeePublic 5-stars had the prices been a little lower, but then again, they ARE supporting artists, and artwork is of value.",7
Teepublic is amazing for not only the amazing shirts but also the sizes of the shirts come in,7
Amazing experience over all! The designs are awesome! The shirts are quality!,7
Nice soft tshirts - good price and great designs,7
All shirts are dope and came pretty fast jus in time for Christmas.,7
Delivery was fast as item arrived quickly.,7
Great shirts but they smelled like vinegar upon arrival. Definitely wash them first.,7
Loved the selection. Easy to order.,7
"The tshirt I ordered came in faster than I expected which was great! The print was a little dull, I thought it would be brighter. I tried to rip the tag off of the bottom of the tshirt (the little white one at the bottom seam) and the shirt ripped a big hole. My hands could easily rip the fabric. I didn't expect that at all. It was my fault for not using scissors to cut the tag in the first place, but the fabric should not have ripped that easily. We are just going to bunch the tshirt to one side and put a rubberband around it like the girls like to do. This shirt is for my daughter's 10th birthday in June.",7
Great design. Perfect fit. Nice quality material.,7
Great quality tees (we ordered the heavy duty and soft tees) perfectly sized (we ordered 2XL & Large) and lots of fun designs to choose from. We���������ll definitely order more tees from h,7
"Great collection of wicked cool shirts, I've ordered twice now and shipping was even faster than expected.I will definitely return for more!",7
"Ready to order, free replacement when original didn't fit",7
GREAT QUALITY SPEEDY DELIVERY WAS VERY SATISFIED!,7
Great t-shirts - unique designs and good quality material.Excellent customer support - quick response and follow-up.,7
"Excellent, high quality products, with fast and safe shipping!What more can you ask for!?",7
"So easy, the best",7
"The t-shirt is so awesome!!!! I couldn't ask for a better design. The shirt quality is nice. I haven't washed it yet. I'm nervous because the paint feels wet still, like just sticky. It looked as if some of the picture may have come off during transportation",7
"The face covering I ordered took a long time to ship and get here, but it was worth the wait. The graphic is adorable and the fabric is soft and breathable. I love it.",7
The Christmas gifts I ordered were fantastic. I love your shop and will come back. When there was a problem with an order they shipped us out a new one right away! Very happy.,7
"Just got my shirts, love the quality and material, design is perfect, keep up the good work!",7
