review,emotion_label
"The artwork was great and the product arrived before expected. I am not happy with the sizing and quality of the t-shirt. I ordered a men���������s large and a men���������s medium, but these look like they are sized for women (long and thin). I bought these for my son and if they shrink at all, I���",3
Always prefer you to others as sizing makes more sense. Also you ship in Canada which makes things much better.,6
"It was a pleasant experience dealing with Tee Public. Found a design I wanted, had a question, which they answered fast. Ordered. Got shirt, I'm happy.",1
Excellent service and quick delivery thank you,0
The shirt ordered was the wrong size. The company sent a shirt that was the correct size without any issues or delay. Excellent customer service. Thank you again.,0
Great experience with the company. Order came in before expected delivery date. Quality of order looks fantastic. Will definitelyorder from them again. Thank you so much,0
I've ordered a sweatshirt and a tank top. The only problem was the delivering from US to EU but that's actually not your fault.The quality of the clothing and the printing is amazing!!! Thank you so much for these amazing products <3Greetings from Austria!,0
Received the hoodie as described. Good quality and great design. Thank you!!!,0
We bought this for our daughter for her birthday. She just got it in the mail and loves it. Great quality art and hoodie. She is wearing it to ballet class as a cover up. Lots of great comments. Thank you for making her smile. We will buy from here again. ����,0
I just enjoy browsing through all the selections. Typing Anything in the search bar to see what pops up. I've been on Many t-shirt sites but the Variety with TeePublic is by far the best that I've found. More companies should follow TeePublics style & the Prices??...Perfect.,1
"I would recommend this company to anyone. When I ordered the wrong size, they responded immediately to my email and corrected the situation.",6
"Ordered the ""premium t shirt"" for youth sizes and was expecting a soft, not boxy cotton t shirt. Unfortunately, it's not soft at all. Maybe it will get better after washing.",3
Spent up to 70 on a tapestry and didn't get the right one and haven't got a refund or the right tapestry that I order I am very upset with the site,3
"T-shirt was exactly as promised. The ""soft"" version of the tee really IS soft and sizing is standard.",6
I was shipped the wrong shirt. I was told the correct shirt was in the way but it still has not arrived.,3
"My son asked for a Joji sweatshirt for his 14th Birthday,and said his sweatshirt was great! Good quality and he loved it. He was very grateful and so am I. Thank you!",0
very happy with the quality of the tshirt,1
Great product and speedy delivery. Thank you very much!!,0
"Ordered 6 shirts different types/qualities. And they are as described. One shirt came separately and quicker than the rest, it was the only one that was heavy/thicker material. It had that weird factory smell so I was worried they all were going to be like that, I had planned to wear one for my birthday and hate to wash them before I wear them. Shrinkage is a worry of mine with these love handles.... BUT the rest did not! They fit well, the premium feels great. And the designs are high quality,definitely not made is someone's basement like most IG t-shirt sellers. Ordered Sunday night, first shirt came the following Monday. The rest Wednesday. I was notified of the separation in shipments and delay. No biggie, I selected standard shipping.All in all, I will definitely again. Thanks!",0
I sent you an email regarding my order. I am very disappointed in my tshirt that I received.,3
I got two amazing shirts and the quality was just 10/10 I couldn���������t have been more happy with a product than this honestly. The whole process was easy and simple. I will be. Recommending this to all of my frie,1
Very poor quality first time on gentle wash and delicates dry graphics peeled off the fabric very disappointed,3
"Not happy with the shirts I received. I love the designs of both of them and two of them were gifts, I am disappoint because part of the print showed up orange and white on the computer and when I opened the product it was a pink/red color which didn't make sense at all. Also one shirt I ordered for myself isn't true to size chart stated because I even measured myself prior to ordering.",3
A request for exchange of sizes was handled promptly and efficiently.Will donate t shirts to other family members or other ALS familiesThank you,0
T-shirt - very happy with my purchase,1
"The website was easy to navigate and I was provided many choices. My order was processed quickly and I was provided a tracking number for my shipment. I received my order later than expected, but that was an issue with USPS not with TeePublic. I will definitely recommend and use this site again!",6
The shirt was exactly what I was expecting thank you great job.,0
I love the sweater especially that it looks just like my car thank you.,0
Thanks! Received my tee shirts fast and great quality!!,0
"I am very happy with my purchase, this is a well made tote.Thank you.",0
There was a hiccup with the sweater I ordered for my daughter for Christmas and Teepublic resolved it . Thank you Teepublic will order again!,0
It came sooner then expected. Which I���������m really happy about. I ordered it in black but it looks more between black and navy besides that the des,1
I got my daughter a vintage looking tee shirt of the Overlook Hotel. The Shining is probably her favorite movie. She loved the vintage look and the shirt fit her as well.Very happy with purchase!,1
Quality not good and photo is smaller than expected,3
"My first order had a really bad print. It turned out that it was actually the original artwork, so it wasn't TeePublic's fault. They let me choose a different shirt as a replacement. They also re-sent stickers that didn't show up after well past the expected delivery date.Great job. No questions asked. Thanks, y'all!",0
It was delivered in a good time. I was surprised. I ordered it December 14th in the evening and it arrived the following week. December 21st I believe. The hoodie was very bright in color and I liked the material. My son loved it by the way. Thank you guys so much.,0
"We needed a gift for the pastor of our church.We wanted a gift that he could truly love and appreciate.His favorite pastimes are sports and Dunkin Donuts coffee.When we saw the donut dunking the basketball in the hoop, we agreed that this is the perfect gift.Thank you for the imagination and creativity of the artists that work for your company.",0
The design on my shirt is not straight. I have been waiting for customer service to reply to my email for a week already....Very disappointed in this business,3
"I ordered three shirts. They look fabulous!! Even with the shipping delays due to Covid,they were delivered quite quickly. I ordered them on 07/05 and received on 07/16. Definitely happy with my purchase and will be ordering more in the future.",1
The t-shirt is fabulous and delivery was fast. You folks come up with great designs and I liked the one I bought so much that I sent the same t-shirt to my sister. I often look at your emails for new ideas. Thanks,0
The experience was exactly what it should be. Will order again.,6
"Read some iffy reviews but still took my chance and I am glad that I did because they turned out perfect. Bought four all correct size and the images on them were full, not tiny like I worried. Got these cause the designs I could choose from were awesome and then seeing the finished product made me so happy. I plan to get a lot more made from you guys very pleased.",1
Thank you so much. They look terrifc.,0
"I emailed customer service at Tee with a quality issue, and they got back to me quickly, and sent me a no hassle replacement. thank you.",0
The sizing is terribly inaccurate.Ordered an adult XXL and ended up with ashirt that is more like a youth small or medium.,4
"Very Happy with my T -shirt! Get compliments, all the time! I will be a repeat customer!",1
"Great customer service!The shirt I ordered was to small, I contacted customer service and a new shirt was processed immediately.IAM very IPressed and thankful!",0
"Just awesome, every time, awesome!Thanks so much!",0
Fast shipping and received exactly what we needed before car show and they look great I would order 2 more but they wouldn't get here in time for show June 16 I recommend everyone I know to you guys your stuff is great thanks for your time,0
"Excellent customer service. I loved the shirt I purchased but it was too small, the customer service representatives that helped me were courteous and professional and took care of my issue very efficiently. THANK YOU!",0
"Great product! And I seriously thought I'd be hard pressed to get the shirts by Christmas, but I received them so quickly! Very happy!",1
"I love the product..I now live in Houston tx..However I'm from the virgin Island..I love that I dont have to wait to go home to get virgin Island things..Thank you for bring home to me, keep it up..I will continue to shop with your com.",0
thanks it was a great experience working with you.,0
The tee shirts were very poor quality. Definitely NOT worth the $48 for the two shirts received. The men���������s v-neck XL fit good. The Ladies v-neck 2xl was more like an adult small shirt. After they are washed one time I would bet they will shrink and never wear again. The graphics I don���������t have a problem but the shirts are not good quality. This is my honest view of your product. Ca,4
Shirts replaced fit perfectly.No issues in resolving or receiving the order timely. Great quality!Great customer service.thank you,0
Disappointed in how long it took for item to arrive. Arrived January 6th,3
The quality of the images isn't as clear as other masks that i have ordered.And there were threads on the masks when they were printed and blank spots.Not cool.,4
I order a large hoodie ���������The Witcher��������� and I am so disappointed with the quality of the print. Does not look like the picture quality at. I bought this for my older nephew for Christmas and it���������s embarrassing. It�������,3
Fast shipping and items delivered were exactly as described,6
The site is easy to navigate and my experience finding the design I wanted was super simple. Sizes were correct and shipping was fast.,6
"Great product, great quality and great service! Thank you for all you do.",0
Thank you so much it's awesome and wonderful keep up the good art work ���������������������������,0
Designs are great but disappointed that sizes seem to run really small.,3
I absolutely love love love my new T Shirt!The quality of the artwork and the quality of the t-shirt are excellent.I'LL BE BACK!!!!!!!Thank you so much!,0
Very nice shirt. It was a gift and my brother loves it. Thanks ����,0
"Amazing shirts, Super fast shipping to Canada.... Thanks Teepublic",0
I gave my father 3 long sleeved t-shirts with his favorite musician - Miles; singer - Marvin Gaye and Muhammed Ali. He loves them and the vibrant cors I chose to compliment his screen print. Liked he received them early and the prices are awesome.Thanks and I will order more from TeePublic!,0
"The site is easy to use, I would usenot again.",6
My family is enjoying the t-shirts and accessories I purchased with your company. The artwork is fun and the quality of printing and materials is very good. The transaction was smooth and you promptly corrected a shortage on the order when I brought it to your attention so thank you and I will be purchasing more goods in the future!,1
Grat prices and even better designs.....Thank for all you do,0
"have'nt seen shirt's yet because im out of town as i am a truckdriver,but i do know what i ordered is not available any other place i know of & will be ordering more there is so many i have'nt seen anywhere else thanx for a truly overwhelming assortment of choices I found a new place to spend my money thank you",0
I purchased 2 tees for my son. They were very well done.The graphics were clean & clear.Fit was perfect. I will be ordering more.Thank you!,0
Love the tshirt print qaulity and individuality! My daughter is so happy! Thank You,0
"pretty happy, recommend slightly better representation of fabric colors in the preview images.",1
"Nothing went wrong,I'm very pleased ����",1
I was very happy that I didn���������thaveto,1
Everyone was very pleased and that makes me happy!,1
"Disappointed, I have ordered other shirts and no problem. This shirt I ordered a XL and got what I would consider to be a medium. The tag says XL but it is not even close. Never had this problem with your products before.",3
"The quilty of print isn't the greatest, but it was a bargain for the low cost of a custom print. It came very quickly and I really appreciate that, especially around the holidays. My friend is an artist and I am sure that another artist's interpretation of NSP will make her very happy. I am thankful for this website and the opportunity it gives artists to share their creativity with others.",0
The fit and fabric of the two hoodies I ordered were excellent. I was a little disappointed in the screen printing on front. The colors were dull and not as pictured. My granddaughter (10yrs.) was delighted though.,3
"Shirt came in quick and looks amazing...material seems very good quality, thank you!!",0
"I loved how fast my delivery was considering I did not rush the order.Everything was correct & packaged appropriately. - Thanks for a great first order, I will be back!",0
Fantastic shirt!Thanks so much!,0
"Happy with both tee purchases. Ordering was easy, delivery on time. The best is that thetees are by individual artists. Thank you!",0
The product shipped quickly and was exactly as pictured and described. I'm very happy with my new Lost Boys Shirts!,1
Excellent. I bought 4 shirts for my son and he absolutely loved them. Perfect quality. Thank you so much. I will be ordering again����,0
The saint Dolly shirt and sweatshirt were excellent and we love them.So original plus a great fit.Thank you so much.,0
I had to exchange my t-shirt due to size and they changed it right away. No questions asked and and made the process so easy! Thanks TeePublic!,0
"I ordered a medium kids sweatshirt shirt. It seems to be smaller than what I would���������ve expected, and it stinks. I have to wash it before gifting it. Then it shrank. Pretty disappointed for w",3
Got my order early. Thank you.,0
I love the shirt and it fits beautifully.I did take longer than I hadhoped but that is on me...thank you.,0
"Ordered 3 things, first one was flawed by design and had to be reprinted in another colour. Second one the print was coming off already upon receiving. Third one wasn't even remotely what I ordered. Teepublic used to be great, very dissapointed.",3
T shirt not the best quality,4
TeePublic has an excellent selection of designs.The tee shirts are of excellent quality and the designs are first class.I've made three orders so far and have been very satisfied with each one.Thank you!I will be returning.,0
"We like the shirt very much. It is a gift. We ordered black and received grey, but it is not a problem. Thanks",0
Received product as ordered. Easy process. Timely delivery. Reasonable pricing.Thanks much.,0
Uniquite tee shirt quality material.Thank you.,0
I am very pleased with your company in every way,1
Thank you very much for producing the shirt amidst a pandemic. I'm sorry if I risked anyone's exposure to the virus - I realized too late that order such things at that time would be dangerous.Live long and prosper.,0
The colors were not as bright as I had anticipated.,3
I ordered 5 shirts total. I was diagnosed with stage 4 Glioblastoma andmy support team/family never wavered. They have been there since day 1. I wanted something to show them I appreciated them. These shirts were a part of that. They came in quickly and I am getting the shirts to my caregivers. I am telling you the story because these shirts mean a lot to me and they were perfect. Thank you!,0
Thank you so much for a flawless order and delivery.Would definitely recommend your site !,0
I was dissappointed in the misspelling in my first order. Customer service reached out to fix the problem which I appreciate,3
The shirts I ordered are perfect! My daughter was so happy. I will be ordering more! Thank you!,0
Great service and merchandise..thank you.,0
Quick service and delivery.Thank you!,0
"Fast delivery service, fits perfect thanks",0
I'm a huge American Horror Story fan and I LOVE this shirt! Thank you for making me the perfect shirt!,0
"Tee Public provides the best customer service with knowledgeable and friendly staff who go above and beyond to satisfy the shopper���������s needs. My only disappointment was that when I initially sent my email, the color shirt/size combo I preferred was in stock. However, by the time customer service responded to my email, the color/size combo I requested was out of stock. Of course, no one is to blame for the situation at hand, it was just an unfortunate incident that happened. Nonetheless, I am still extremely satisfied with th",3
Awesome customer Service. Thank You Danielle,0
Great customer service. I was not happy with the quality of a shirt that I had purchased. They insisted on sending me the thicker one at no charge. I will be ordering from them again and now I will be sure to get the heavyweight ones. Thank you!,0
Finally did receive all items.Happy with product.Happy with customer service.Thank you.Now Happy Customer,0
"Quick delivery, and when I contacted customer service about a problem with shirt size they responded and resolved the issue promptly. I'll definitely continue to buy from TeePublic.",6
Teepublic has always been easy to shop and always have fun shirts!,1
I ordered A tee cat shirt as a gift for my daughter! I ordered a large because the site said they ran small for size! I hope this will fit her! Thanks,0
Well made shirt husband loves it! Thanks! Great service arrived fast.K.Thompson,0
I like your variety of shirts. They are a little pricey compared to other companies. After the shipping and tax I paid a lot more for a t-shirt than I usually would. Probably won't order again because of price. Enjoy the shirts I got though,1
It was exactly what I wanted. It was reasonably priced. I received it in a timely manner even during the busy Christmas mailing crunch.,6
The t shirt transfers are not the best quality. They send like the type you can iron on in your home. I love all the designs but I was not impressed by the quality.,4
"I ordered a Christmas gift online. I was satisfied with the order process.However, more importantly, my daughter, the recipient, was very happy with the gift. Thank you.Ron",0
"I followed other reviews and sized up when I ordered but I ended up getting a really big shirt so I asked for an exchange and they quickly responded to my request. They even asked me to just keep the shirt or donate it, and they will just send a new one with the correct size. The shirt arrived after almost 2 weeks. Thanks TeePublic!",0
I was thrilled with the screen design on the t-shirt. My son is going to love it on Christmas morning. Happy I got a lg. as well. Shirts seem to run sm. First time ever using this site and didn't realize it's independent artiston this site. Happy to support and I will be back to purshase more items later. Thanks again~,0
"I'm very disappointed in the tee shirt I ordered for someone, I ordered a large because that is normally what they wear but when she received it she says it looked like it was a childs size shirt. And also it did not have the senders name on the package so she did not know whom it was from. Maybe you all need to work on you sizes and also your mailing process.",3
Shirts run small for indicated size!!Not worth returning!,4
"Glad I found this site, or rather it found me.Family reunion shirts were done through TeePublic this past summer, they were great ������������ I recently ordered a bunch of graphic tees during a flash sale, very happy with the designs and the quality an",1
I fell the ink used to print could be of better quality...when I ordered directly from black action tees quality was much better on shirts and ink used...overall no bad for the price because I got them on sale but at full retail I would've been upset...one shirt looks as if the ink didnt dry all the way before it was packed and its patchy,3
I ordered the wrong size and the correct size was shipped out to me just in time for Christian!Thanks for the great customer service!My cousins loved the shirts!,0
"I purchased two t-shirts for neighbors' child turning 2 this month.The child's best buddy is a dog - a Viszla.There was such a great variety of shirts that had this breed of dog for children's tees and I picked my two favorites.I liked the flexibility of the toddler sizes available, as well as variety of t-shirt colors available.The shirts arrived in time and were exactly as displayed on the website. Very pleased and presented them just this week.While the 2-yo was busy playing, his parents definitely enjoyed seeing the cute t-shirts!",1
From the USA to New Zealand no worries. Easy to select and purchase Good service thank you. Cool masks and singlets .,0
I love the T shirt.. very nice qualityand design.. much better than I could have hoped for a birthdaygift.. can this be customizedby any chance if I orderedanother.Our dog has 1 blue eye and one brown.. would b cool if artist could print on shirt that way.. anyway.. very happy and super fastturnaround!! Thank you!!,0
Pins were perfect. Exactly as pictured and came pretty fast. 10/10 very happy with my order!,1
"Great product, beautiful art work, fast service.thank you",0
"Wrong size and cut delivered (Women's XL arrived. Ordered Men's 3xl). No number to call, only an email where they tell you it can take a week to get back to you. It's been over a week, and nothing. Guess I bought an expensive towel to dry my car with. First and last time I will order anything through them . It's too bad, because they have some great looking shirts,",3
I ordered t-shirts but they were too small. TeePublic replaced the shirts free of charge and they fit perfectly! I will definitely order from this company again.,6
"Great price and fast shipping, love it! Thank you!",0
Poor quality and expensive and no length. Best to buy top brand t shirts like diesel as you know after a wash they will still look good for the same price and cheaper. Disappointed I found this site. That���������s Facebook adver,3
Very fast shipping and shirt is exactly as described. Thank you,0
it got here so much faster than i thought and i am so happy!,1
"I'm so disappointed in Teepublic. I've ordered before with great results, so eagerly placed a large order for shirts for a family Disney World trip that were to be given for Christmas presents. I ordered on December 2, well before the cutoff for Christmas delivery, with standard shipping, which should have been 7-10 days. On December 20 (15 business days later) the shirts had not yet arrived, and I emailed customer service asking for help or some way to make it right. I received a response on December 24, that the shirts should be on their way, with no mention of reparations. Unfortunately I had to travel out of town for Christmas and so was unable to give my family their gifts. They were delivered on December 26. I got home on December 28 to see the results, which were also disappointing. Some shirts were fine, but others have smudges of ink on them, and the XL ones are a different shade than the S/M/L. I wrote in again that day asking for customer service to make it right, and to date have received no answer, just an invitation to review. I'm very upset and will definitely be seeking other companies for future printing needs.",3
I got the a shirt as a Christmas present for my friend. She loves it! Thank you :),0
My great niece wanted this sweat shirt for xmas. I honestly thought it was a lot of money for a sweat shirt until i received it. It is high in quality and feels so warm. Glad i bought the sweat shirt for her.,1
My son was very happy and with the quality. Thank you!,0
My husband was very happy with his Christmas gifts which arrived on time and we're very reasonably priced.Thank you!,0
"All good, sizing etc was understandable, delivery was about 2.5 weeks from US to Australia",6
Love the design.Shirt is good quality.The logo on the shirt looks very blurry like the image was expanded too much.That was disappointing.,3
I ordered 2 shirts and only received one. I ordered them a little over a month before Christmas and still only received 1 shirt. Very unsatisfied!,3
"Nice Shirt, thanks!!!",0
Love everything about TeePublic.Shipping was quick.Shirts were sized appropriately as described on the website.Love the soft materials and amazing designs.Great customer service when there was a sizing change on our end.Thank you TeePublic.,0
Love it.. Will def. Order againThank u,0
"The shirt seems nice but when I climbed Mt. Whitney years ago I bought a long sleeve white Mt. Whitney shirt with a collar with a small embroidered logo 3 1/2"" wide, 3"" high Mount Whitney in medium blue on tipAn oval picture of the mountain with a yellow border, High and lower mountains, a blue sky and a yellow sun.On the bottom in the same blue it has EL. 13,497.61It getting a bit ratty. I tried to find an exact of close replacement but cannot find one. Maybe they are not available.Maybe you can find one for me?Thanks, Jim",0
"the item I ordered took so long to get here and the sizing was SO FAR OFF. Totally unable to give as a gift.very disappointed. if that shirt is a medium, that would have to be a juniors medium. your size chart is off. I really need a large.",3
"I received needed support from TeePeople customer service agents George (great service), Ioana-Andreea, Ian, James and Sandy.Unfortunately, the third-party fulfiller initially had sent the wrong size, color and quality items.It is took around four weeks from the date of my initial order for the right items to arrive after multiple email communications with the customer service agents.",3
Very pleased with the shirts I orderes,1
Loved all shirts that came in..probably buy more down the line..quality shirt with bright pictures is WHAT I wanted..thanks again TeePublic!,0
"Very nice shirt, way better than expected. Thank you",0
"My Madam Vice President tee shirt looked just like the picture. The only problem was that it was a little tight. I usually wear a large Tee Shirt , so I ordered the XL because the ad stated that it ran small. The next time I order I will have to buy a larger size . Congratulations on the quality of your shirt .",0
"The shirt that i bought was very nice. It was exactly what I wanted & goes beautiful with my Kevin Durant shoes.Most of all, I will be the only one with this shirt for sure. Very exclusive!! I would recommend anyone out there to shop with TeePublic. Great job guys!! I most definitely will be shopping with you'll again. Thanks!!����",0
"Everything went very well! The ordering process was straightforward, the sale pricing was most helpful, and the delivery was timely. Thank you,",0
The tee shirt was a good quality and the design is nice. Fit and style of tee is good also. Happy with the purchase. Thank you,0
"Thanks for the help, very efficient!",0
Your company is awesome! I like the prompt service and delivery you all provided when the wrong size was ordered. The shirts ordered were as beautifully made as expected. Thank you very much. I will be ordering again and I���������m spreading the word so ,0
I needed 2 long sleeved youth shirts with a certain Christmas slogan on the company were very helpful it was easy to order and the shirts arrived in a timely manner thank you,0
Great deal before Christmas! Thank you!,0
Very happy with my t shirts.Generous sizing. Very funky !!!! I��������,1
"Ordered the ""DUDE"" TEE for my brother-in-law and he was thrilled! A big fan of the Big Lebowski as am I.Very happy with the purchase. Thanks!",0
"Seller very quick in communications even on weekends , reordered correct size & they delivered in mail box 4 days later. JUST can't beat this type of service. BIG thank you",0
Amazing product with amazing sales.Thank you.,0
Tee Public never disappoints. Great quality tees came as expected.,3
Very fast shipping and good communication. Thanks,0
I made them aware of a sizing problem and they corrected it right away! I'm very happy!,1
Love it! Fits like a glove and it's so soft and comfortable. VERY satisfied. Thank you.,0
First time buying anything on line ... they made it easy and got my shirts fast.. no problems!!Thank you,0
It took a long time to receive item. The colors were not bright and logo not as big as advertised. It did not look like what was advertised on your website. I was bery disappointed.,3
The shirts were exactly what I wanted and ordered.I was happy because they were available in Australiaas well so they arrived fairly quickly,1
Ordered for my teen daughter for a gift. She absolutely loves it. I had asked her what she thought of not only the graphic on the tee but the quality and she replied ���������it���������s perfect!��������� Thanks for helping provide a little joy in these times lack,0
Item was as described..Delivered as promised..As of now everything is fine..,6
"Shirts are comfortable, have lasted well. There's a myriad of designs; I spend hours sometimes looking through designs to pick out several.",6
Nice t-shirt prompt delivery will buy from TeePublic again thank you,0
"Awesome shirts and great quality. Quick shipping also.Thank you, John",0
Really liked the sayings but shirt sizes run small. Large is the size of medium compared to all my other t-shirts which was very disappointing.Shipping was pretty fast even with Covid 19 trying to slow us down,3
Great thanks - as described and fast delivery! ����,0
I didn't get my package.I was told it was delivered but I didn't get it,3
Great fast service and great quality. Thanks,0
Fantastic in every way! Thank you!,0
"I ordered 5 shirts but first order was lost in the mail and received an empty plastic bag in the mail I emailed and Valentina took care of everything she sent out shirts fed ex 3 day and received them before Christmas thank God ,it contained Christmas presents Thank you tee public the shirts are awesome quality",0
Thank you so very much for supporting our family during this difficult time and supporting her fight of cancer I completely loved the design and I so appreciate Nicole for helping me thank you so much god bless and be safe The Munoz family,0
"I love my dead space 2 helm sweater! Ive been wearing it everyday. Thank you so much, will be making more purchases for you in the future.",0
"I was a little disappointed that the items I ordered were not delivered in time for Christmas. The note said 5 to 10 business days but not guaranteed by Christmas -- and it was 14 business days before Christmas, so I was holding out hope. But with the pandemic this year, it is understandable. When the items arrived, they were of good quality and excellent workmanship. Very pleased!",3
The tee was just right for a long-time Jeopardy fan who is now in a nursing home. It made his day and he shows it off at every opportunity. Thanks!,0
"Was disappointed with the cut of the tee shirt - I ordered a large, and it is narrow and very long. Also the fabric feels cheap. The design I ordered came out very blurry.",3
The shirts were way smaller than expected even after ordering a size bigger. Very disappointing,3
This arrived quickly. Thank you!,0
Great graphics options and shirt choices! Fast shipping! Thank you,0
I am so happy with my purchases they are all done amazing I had a little inconvenience that was taken of right away. They respond to emails right away. I will be buying more items from this website,1
My Teeshirt is so soft and just perfect. Thank you.,0
My wife and I was very pleased with the service received.There was an issue with a couple of the items that we received and the team responded very quickly.We were very happy to see that the new items were delivered to us in such a timely manner.,1
My package was delivered to another address!!! So somebody enjoying my tee shirts!!!,1
Delivery is very slow! Good quality mug -the decal is speckled is it supposed to be that way?,3
"I didn���������t receive the t shirt when it was originally ordered even though I got delivery confirmations. I contacted you and you sent me another one. Four days after I complained about not getting the shirt, I received it.This past week, I received another one. I need to return the second one to your company.Please let me know how to return. Thank you for your prompt attention to my ord",0
"As with all things pandemic, the t-shirts we ordered for our son's 15th adoption day celebration were stuck in the last leg of delivery for a few weeks. I emailed TeePublic as we were feeling a bit down that our order would not arrive in time and the rep was so empathetic and didn't even hesitate to assist. We actually received the original order on the day and the replacement the following day. I followed up to thank them and ask what to do with the duplicatw and they were open to us keeping or donating it. These small interactions had such a positive impact on our situation. We are grateful!",0
The sweatshirt was not what was pictured. The print was so faded it was barely visible. Extremely disappointed.,3
"I have already ordered 7 8 t shirts on your website. generally, I'm satisfied but this time, I'm really disappointed with the quality. can i get a refund?",3
"Thank you again for processing my order, in such a timely manor. I know I will enjoy the longsleeve T-shirts I ordered. I like the fact that the sleeve around the wrist is very tight as well as the collar. Again I look forward to processing more orders online based on my budget.A Very satisfied customerM.C.",0
"Looks good, fits well. Very happy",1
My Granddaughter absolutely loved both tee shirts! Thank you!,0
Great selection of shirts and designs. Only gripe is the lack of 4xl baseball shirts. Would love to have that option. Thanks !!!,0
"These Tshirts are awesome! I bought as a gift for my husband and they came fast with tracking. The quality of printed design is nice and the quality of T-shirt fabric is great too. The sizing is just right Thank you so much, I will be ordering more shirts from the great designers here!T",0
"I'm so happy I stumbled on the TeePublic website.The large selection of T-shirt styles and colors is only surpassed by the immense variety of artwork to have printed on them.There appears to be something for everyone, from musicians to hummingbird enthusiasts and branches of military service to wildlife.Chances are that whatever your interests are, you'll find something here for you or a loved one.",1
Was a bit rubbish quality and ended up being pretty expensive. Bit disappointed tbh,3
"The art was printed way off center and too low on the shirt. Also was not very sharp. I don't know if these are screen-printed or some sort of transfer, but the result is disappointing.",3
"I am definitely, very satisfied with teepublic!!!! Haven't had anything but great experiences shopping with Ya'll!!!",1
Thank You So Very Much for Getting The Tee Shirts That I Ordered To Me Before Christmas!!Everyone Liked Them!��������������,0
I am so impressed with the effort made by the TeePublic staff to ensure my satisfaction with my recent order. Much appreciation and thanks!,0
"Hand washed t-shirt and drip dried, it shrunk a size.Green ""Marshall Field's"" faded badly.Very disappointed.",3
"Only part I find difficult is waiting for these amazing shirts. Great price, great quality. Will be ordering again soon. Thank you TeePublic!!",0
Overall disappointed with the product.Sizing on shirt is much smaller than typical sizing and the logo printed is hardly recognizable....looks nothing like image shown at checkout.,3
Fast shipping &quality shirts. Very happy with my purchase!,1
"Finding, adding the items & making the purchase was quick and easy. 2nd time customer and will definitely be back.Thank you teepublic for making all of this available!",0
I have ordered a few times from ur site and I am disappointed bc it���������s the 2nd time I received a shirt where the print on the front is not centered.The shirt was a gift an,3
"This Is The Just Simply The Best Way To Buy Graphics T-Shirt's. I Put Good Word Out About TeePublic Everytime People Compliment Them. Cotton Shirts That Are cc By Far Better Quality Than Store Bought. I Also Get The Colors & Prints That Match With My Other Clothing i.e. Underwear, Socks And Shorts... They Don't Make Matching Sets Much For Guys, But If It's Your Thing Like It Is Mine I've Never Been Happier Dressed As I Am Today. Thanks To ALL The Independent Artists And Also Thank You And God Bless!",0
"Size, color,writing all look GREAT thank you especially in all this craziness",0
The writing on the shirt isn���������t good. It is very blurry. I nee,4
Excellent service throughout. A top quality product received. Thoroughly recommend. Thanks.,0
The print has poor registration and is off center. Kind of a bummer.,3
The quality of the print is off. The shirt looks old....not what I was expecting. Could have done a better job with it. I keep giving your company chances and I continue to be disappointed.,3
Ordered 2 shirts in my choice of color and images. They arrived and looked the way I thought they would. Very pleased with my purchase.,1
After several purchases I've always been very happy with the quality and the t-shirt designs the artwork the social consciousness great service too,1
The shirts were amazing quality my boyfriend loved them ! Thank you so much,0
"Everything was great , service , product , quality , Thank you so much",0
Extremely comfortable. Very happy with the product.,1
"I purchased six T-Shirts in two orders. Very happy with the quality and delivery speed of five of them. The sixth, however, is another story. The shirt in question is: ""Mediocrates Meh Good Enough"" (Sarcasm) Designed & sold by teecloud. While the shirt itself is good quality, and I love the design, the print quality is terrible. I have run the shirt through the laundry precisely twice since I received the shirt (following the tag guidelines), and already the text is so faded it's virtually illegible. Very disappointing, especially considering the comparative quality of the other shirts I got around the same time.",3
"Good Workmanship, and Quality.. thanks!",0
I loved my tee but I ordered white and the printing is in white so it can���������t be read. Really disappointed. Can I order another color? How do ,3
"My son loves his shirt! It's a perfect fit, good quality t-shirt. Thank you so much!",0
Long wait for poor quality. Took nearly a month. Size of t-shirt did fit my son perfectly but the design was poor. He got a red shirt and some parts of the graphic were white... Well they were supposed to be white but I'm guessing cheap iron-ons + red shirt= pink. I'm disappointed. Also after one wash some of the design is missing washed it inside out to try to prevent this. Waste of time and $20,3
So glad that you had what I ordered as it made a perfect gift,1
"Excellent customer service, my shirt got damaged coming in the mail and Anita sent an email the very next day saying they would re-ship it out and I didnt have to send the old one back, didnt having to pay anything extra. Thank you so much and I cant wait to order from this company again!",0
A new order was sent in place of order that did not fit THANK YOU ����,0
Turnaround time was Awesome! Even with the pandemic sweeping the US. Thank you for a great product!!,0
Loved it! Thanks,0
Love the t-shirt and feel encouraged to support local artists.Thank you.,0
Products are quality and the price is right. Delivery is simple and on time.,6
"Hoodie, was exactly as ordered, prompt delivery.Thanks!",0
The shirts and stuff we have ordered are great . But using UPS instead of The USPS is painful to Canada . The brokerage fees alone are brutal. We still haven't received our last order that UPS says they delivered but can't prove it . Was very disappointed as they were Christmas gifts.,3
"My item was easy to order, delivery was within a week and the sweatshirt was exactly what I wantedI always find myself going back to check new designs every couple of months and ordering something new. I have always been happy with the website!",1
My product arrived quickly and was good quality. I am happy with the product.,1
Easy to navigate website. Great selection. Good quality shirts with great designs. I am a returning customer and will return again. Thank you!,0
